image_path,image_filename,pill_name,shape,color,imprint
/content/drive/MyDrive/Feng497/Models/data/120/53489-0119-02_RXNAVIMAGE10_333499B4.jpg,53489-0119-02_RXNAVIMAGE10_333499B4.JPG,DOXYCYCLINE HYCLATE 100 MG ORAL CAPSULE,CAPSULE,BLUE,MUTUAL;105; MUTUAL;105
/content/drive/MyDrive/Feng497/Models/data/120/00591-5440-50_RXNAVIMAGE10_B834DC76.jpg,00591-5440-50_RXNAVIMAGE10_B834DC76.JPG,DOXYCYCLINE HYCLATE 100 MG ORAL CAPSULE,CAPSULE,BLUE,DAN;5440;DAN;5440
/content/drive/MyDrive/Feng497/Models/data/120/00781-2823-13_RXNAVIMAGE10_ED34F687.jpg,00781-2823-13_RXNAVIMAGE10_ED34F687.JPG,FLUOXETINE 10 MG ORAL CAPSULE,CAPSULE,"WHITE, GREEN",GG;575;GG;575
/content/drive/MyDrive/Feng497/Models/data/120/00781-2822-13_RXNAVIMAGE10_F134F8F7.jpg,00781-2822-13_RXNAVIMAGE10_F134F8F7.JPG,FLUOXETINE 20 MG ORAL CAPSULE,CAPSULE,"WHITE, GREEN",GG;550
/content/drive/MyDrive/Feng497/Models/data/120/00781-2824-10_RXNAVIMAGE10_7D34BED5.jpg,00781-2824-10_RXNAVIMAGE10_7D34BED5.JPG,FLUOXETINE 40 MG ORAL CAPSULE,CAPSULE,"WHITE, ORANGE",GG540
/content/drive/MyDrive/Feng497/Models/data/120/00781-2074-01_RXNAVIMAGE10_9D34CEF6.jpg,00781-2074-01_RXNAVIMAGE10_9D34CEF6.JPG,HYDROCHLOROTHIAZIDE 25 MG / TRIAMTERENE 37.5 MG ORAL CAPSULE,CAPSULE,"WHITE, BLACK",GG;606;GG;606
/content/drive/MyDrive/Feng497/Models/data/120/00093-3147-01_RXNAVIMAGE10_24231258.jpg,00093-3147-01_RXNAVIMAGE10_24231258.JPG,CEPHALEXIN 500 MG ORAL CAPSULE,CAPSULE,ORANGE,93;3147;93;3147
/content/drive/MyDrive/Feng497/Models/data/120/00093-4356-01_RXNAVIMAGE10_0E210728.jpg,00093-4356-01_RXNAVIMAGE10_0E210728.JPG,,CAPSULE,BLUE,4356;20;MG
/content/drive/MyDrive/Feng497/Models/data/120/00378-4350-93_RXNAVIMAGE10_00268034.jpg,00378-4350-93_RXNAVIMAGE10_00268034.JPG,FLUOXETINE 40 MG ORAL CAPSULE,CAPSULE,"BLUE, WHITE",MYLAN;4350;MYLAN;4350
/content/drive/MyDrive/Feng497/Models/data/120/00378-0143-01_RXNAVIMAGE10_8221411A.jpg,00378-0143-01_RXNAVIMAGE10_8221411A.JPG,INDOMETHACIN 25 MG ORAL CAPSULE,CAPSULE,GREEN,MYLAN;143;MYLAN;143
/content/drive/MyDrive/Feng497/Models/data/120/00378-1010-01_RXNAVIMAGE10_072103C8.jpg,00378-1010-01_RXNAVIMAGE10_072103C8.JPG,,CAPSULE,GREEN,MYLAN;1010;MYLAN;1010
/content/drive/MyDrive/Feng497/Models/data/120/00228-2779-11_RXNAVIMAGE10_3F211FE8.jpg,00228-2779-11_RXNAVIMAGE10_3F211FE8.JPG,24 HR PROPRANOLOL HYDROCHLORIDE 80 MG EXTENDED RELEASE ORAL CAPSULE,CAPSULE,YELLOW,R;2779;R;2779
/content/drive/MyDrive/Feng497/Models/data/120/00228-2780-11_RXNAVIMAGE10_0B2685A4.jpg,00228-2780-11_RXNAVIMAGE10_0B2685A4.JPG,24 HR PROPRANOLOL HYDROCHLORIDE 120 MG EXTENDED RELEASE ORAL CAPSULE,CAPSULE,"YELLOW, GRAY",R;2780;R;2780
/content/drive/MyDrive/Feng497/Models/data/120/00093-3109-05_RXNAVIMAGE10_0F2687E4.jpg,00093-3109-05_RXNAVIMAGE10_0F2687E4.JPG,AMOXICILLIN 500 MG ORAL CAPSULE,CAPSULE,BROWN,93;3109;93;3109
/content/drive/MyDrive/Feng497/Models/data/120/00093-3145-01_RXNAVIMAGE10_14268A54.jpg,00093-3145-01_RXNAVIMAGE10_14268A54.JPG,CEPHALEXIN 250 MG ORAL CAPSULE,CAPSULE,"GRAY, RED",93;3145;93;3145
/content/drive/MyDrive/Feng497/Models/data/120/00378-1049-01_RXNAVIMAGE10_4134A0A5.jpg,00378-1049-01_RXNAVIMAGE10_4134A0A5.JPG,DOXEPIN HYDROCHLORIDE 10 MG ORAL CAPSULE,CAPSULE,WHITE,MYLAN;1049;MYLAN;1049
/content/drive/MyDrive/Feng497/Models/data/120/00228-2579-03_RXNAVIMAGE10_DF34EFF7.jpg,00228-2579-03_RXNAVIMAGE10_DF34EFF7.JPG,24 HR DILTIAZEM HYDROCHLORIDE 300 MG EXTENDED RELEASE ORAL CAPSULE,CAPSULE,"GREEN, GRAY",R;2579;R;2579
/content/drive/MyDrive/Feng497/Models/data/120/00378-1610-01_RXNAVIMAGE10_2F3497A4.jpg,00378-1610-01_RXNAVIMAGE10_2F3497A4.JPG,DICYCLOMINE HYDROCHLORIDE 10 MG ORAL CAPSULE,CAPSULE,TURQUOISE,MYLAN;1610:MYLAN;1610
/content/drive/MyDrive/Feng497/Models/data/120/00228-2588-03_RXNAVIMAGE10_04350258.jpg,00228-2588-03_RXNAVIMAGE10_04350258.JPG,24 HR DILTIAZEM HYDROCHLORIDE 120 MG EXTENDED RELEASE ORAL CAPSULE,CAPSULE,GRAY,R;2588;R;2588
/content/drive/MyDrive/Feng497/Models/data/120/63304-0693-01_RXNAVIMAGE10_F7267BB3.jpg,63304-0693-01_RXNAVIMAGE10_F7267BB3.JPG,CLINDAMYCIN 300 MG ORAL CAPSULE,CAPSULE,BLUE,RX693;RX693
/content/drive/MyDrive/Feng497/Models/data/120/59762-5010-01_RXNAVIMAGE10_5834AC15.jpg,59762-5010-01_RXNAVIMAGE10_5834AC15.JPG,CLINDAMYCIN 300 MG ORAL CAPSULE,CAPSULE,TURQUOISE,G;300;MG;5010
/content/drive/MyDrive/Feng497/Models/data/120/00093-5256-68_RXNAVIMAGE10_15268A84.jpg,00093-5256-68_RXNAVIMAGE10_15268A84.JPG,CLINDAMYCIN 300 MG ORAL CAPSULE,CAPSULE,BLUE,93;5256;93;5256
/content/drive/MyDrive/Feng497/Models/data/120/00143-3126-01_RXNAVIMAGE10_AF34D7F6.jpg,00143-3126-01_RXNAVIMAGE10_AF34D7F6.JPG,DICYCLOMINE HYDROCHLORIDE 10 MG ORAL CAPSULE,CAPSULE,BLUE,WEST-WARD;3126
/content/drive/MyDrive/Feng497/Models/data/120/49884-0726-01_RXNAVIMAGE10_38349C24.jpg,49884-0726-01_RXNAVIMAGE10_38349C24.JPG,DOXYCYCLINE MONOHYDRATE 50 MG ORAL CAPSULE,CAPSULE,"WHITE, WHITE",PAR;726;PAR;726
/content/drive/MyDrive/Feng497/Models/data/120/51672-4016-01_RXNAVIMAGE10_09268484.jpg,51672-4016-01_RXNAVIMAGE10_09268484.JPG,ETODOLAC 200 MG ORAL CAPSULE,CAPSULE,PINK,ETO;200;MG;ETO;200;MG
/content/drive/MyDrive/Feng497/Models/data/120/60505-0145-00_RXNAVIMAGE10_4534A2B5.jpg,60505-0145-00_RXNAVIMAGE10_4534A2B5.JPG,OMEPRAZOLE 10 MG DELAYED RELEASE ORAL CAPSULE,CAPSULE,"PINK, PINK",APO;010
/content/drive/MyDrive/Feng497/Models/data/120/62037-0640-30_RXNAVIMAGE10_19268CC4.jpg,62037-0640-30_RXNAVIMAGE10_19268CC4.JPG,OMEPRAZOLE 40 MG DELAYED RELEASE ORAL CAPSULE,CAPSULE,GREEN,ANDRX;640;40;MG
/content/drive/MyDrive/Feng497/Models/data/120/00093-0756-01_RXNAVIMAGE10_19268C94.jpg,00093-0756-01_RXNAVIMAGE10_19268C94.JPG,PIROXICAM 10 MG ORAL CAPSULE,CAPSULE,GREEN,93;756;93;756
/content/drive/MyDrive/Feng497/Models/data/120/63304-0695-01_RXNAVIMAGE10_0A350528.jpg,63304-0695-01_RXNAVIMAGE10_0A350528.JPG,MINOCYCLINE 75 MG ORAL CAPSULE,CAPSULE,GRAY,RX695;RX695
/content/drive/MyDrive/Feng497/Models/data/120/00093-3167-53_RXNAVIMAGE10_F7267B83.jpg,00093-3167-53_RXNAVIMAGE10_F7267B83.JPG,MINOCYCLINE 100 MG ORAL CAPSULE,CAPSULE,"RED, PINK",93;3167;93;3167
/content/drive/MyDrive/Feng497/Models/data/120/00591-5789-01_RXNAVIMAGE10_5434AA05.jpg,00591-5789-01_RXNAVIMAGE10_5434AA05.JPG,NORTRIPTYLINE 75 MG ORAL CAPSULE,CAPSULE,GREEN,NORTRIPTYLINE;DAN;75;MG
/content/drive/MyDrive/Feng497/Models/data/120/00591-5786-01_RXNAVIMAGE10_213490B4.jpg,00591-5786-01_RXNAVIMAGE10_213490B4.JPG,NORTRIPTYLINE 10 MG ORAL CAPSULE,CAPSULE,"GREEN, WHITE",NORTRIPTYLINE;DAN;10;MG
/content/drive/MyDrive/Feng497/Models/data/120/53746-0101-01_RXNAVIMAGE10_A634D376.jpg,53746-0101-01_RXNAVIMAGE10_A634D376.JPG,GABAPENTIN 100 MG ORAL CAPSULE,CAPSULE,WHITE,IP;101;IP;101
/content/drive/MyDrive/Feng497/Models/data/120/00228-2666-11_RXNAVIMAGE10_DB34ED87.jpg,00228-2666-11_RXNAVIMAGE10_DB34ED87.JPG,GABAPENTIN 300 MG ORAL CAPSULE,CAPSULE,"YELLOW, ORANGE",R;2666;R;2666
/content/drive/MyDrive/Feng497/Models/data/120/00228-2667-11_RXNAVIMAGE10_2A349534.jpg,00228-2667-11_RXNAVIMAGE10_2A349534.JPG,GABAPENTIN 400 MG ORAL CAPSULE,CAPSULE,"ORANGE, ORANGE",R;667;R;667
/content/drive/MyDrive/Feng497/Models/data/120/65862-0113-01_RXNAVIMAGE10_5D34AE85.jpg,65862-0113-01_RXNAVIMAGE10_5D34AE85.JPG,HYDROCHLOROTHIAZIDE 12.5 MG ORAL CAPSULE,CAPSULE,BLUE,D;26
/content/drive/MyDrive/Feng497/Models/data/120/00093-4030-01_RXNAVIMAGE10_04268274.jpg,00093-4030-01_RXNAVIMAGE10_04268274.JPG,INDOMETHACIN 50 MG ORAL CAPSULE,CAPSULE,GREEN,Z;4030;Z;4030
/content/drive/MyDrive/Feng497/Models/data/120/51672-4111-01_RXNAVIMAGE10_3C349E34.jpg,51672-4111-01_RXNAVIMAGE10_3C349E34.JPG,PHENYTOIN SODIUM 100 MG EXTENDED RELEASE ORAL CAPSULE,CAPSULE,ORANGE,TARO;PHN;100;TARO;PHN;100
/content/drive/MyDrive/Feng497/Models/data/120/00228-2778-11_RXNAVIMAGE10_6134B095.jpg,00228-2778-11_RXNAVIMAGE10_6134B095.JPG,24 HR PROPRANOLOL HYDROCHLORIDE 60 MG EXTENDED RELEASE ORAL CAPSULE,CAPSULE,"YELLOW, WHITE",R;2778;R;2778
/content/drive/MyDrive/Feng497/Models/data/120/16252-0570-30_RXNAVIMAGE10_4B34A585.jpg,16252-0570-30_RXNAVIMAGE10_4B34A585.JPG,RAMIPRIL 1.25 MG ORAL CAPSULE,CAPSULE,"WHITE, YELLOW",RP;1;25
/content/drive/MyDrive/Feng497/Models/data/120/00054-0109-25_RXNAVIMAGE10_00268004.jpg,00054-0109-25_RXNAVIMAGE10_00268004.JPG,RAMIPRIL 10 MG ORAL CAPSULE,CAPSULE,BLUE,54;602;54;602
/content/drive/MyDrive/Feng497/Models/data/120/00378-2537-01_RXNAVIMAGE10_04268244.jpg,00378-2537-01_RXNAVIMAGE10_04268244.JPG,HYDROCHLOROTHIAZIDE 25 MG / TRIAMTERENE 37.5 MG ORAL CAPSULE,CAPSULE,"GREEN, YELLOW",MYLAN;2537;MYLAN;2537
/content/drive/MyDrive/Feng497/Models/data/120/00093-8940-01_RXNAVIMAGE10_FB267DF3.jpg,00093-8940-01_RXNAVIMAGE10_FB267DF3.JPG,ACYCLOVIR 200 MG ORAL CAPSULE,CAPSULE,BLUE,N;940;200
/content/drive/MyDrive/Feng497/Models/data/120/59762-3328-01_RXNAVIMAGE10_6F34B785.jpg,59762-3328-01_RXNAVIMAGE10_6F34B785.JPG,CLINDAMYCIN 150 MG ORAL CAPSULE,CAPSULE,"BLUE, GREEN",G;150;MG;3328
/content/drive/MyDrive/Feng497/Models/data/120/00781-2112-01_RXNAVIMAGE10_8634C356.jpg,00781-2112-01_RXNAVIMAGE10_8634C356.JPG,CLINDAMYCIN 150 MG ORAL CAPSULE,CAPSULE,TURQUOISE,COR;153;COR;153
/content/drive/MyDrive/Feng497/Models/data/120/00093-3171-01_RXNAVIMAGE10_10268814.jpg,00093-3171-01_RXNAVIMAGE10_10268814.JPG,CLINDAMYCIN 150 MG ORAL CAPSULE,CAPSULE,"RED, BLUE",93;3171;93;3171
/content/drive/MyDrive/Feng497/Models/data/120/00591-5708-01_RXNAVIMAGE10_A234D106.jpg,00591-5708-01_RXNAVIMAGE10_A234D106.JPG,CLINDAMYCIN 150 MG ORAL CAPSULE,CAPSULE,"GRAY, PINK",DAN;5708;DAN;5708
/content/drive/MyDrive/Feng497/Models/data/120/59762-5026-01_RXNAVIMAGE10_26349324.jpg,59762-5026-01_RXNAVIMAGE10_26349324.JPG,GABAPENTIN 100 MG ORAL CAPSULE,CAPSULE,WHITE,G;5026
/content/drive/MyDrive/Feng497/Models/data/120/00378-2264-01_RXNAVIMAGE10_BD34DEE6.jpg,00378-2264-01_RXNAVIMAGE10_BD34DEE6.JPG,TERAZOSIN 2 MG ORAL CAPSULE,CAPSULE,"BLACK, PURPLE",MYLAN;2264;MYLAN;2264
/content/drive/MyDrive/Feng497/Models/data/120/51079-0876-20_RXNAVIMAGE10_14350A38.jpg,51079-0876-20_RXNAVIMAGE10_14350A38.JPG,,CAPSULE,BLUE,N;940;200
/content/drive/MyDrive/Feng497/Models/data/120/68180-0122-01_RXNAVIMAGE10_D634EB77.jpg,68180-0122-01_RXNAVIMAGE10_D634EB77.JPG,CEPHALEXIN 500 MG ORAL CAPSULE,CAPSULE,"GREEN, GREEN",500;LUPIN;500;LUPIN
/content/drive/MyDrive/Feng497/Models/data/120/51079-0118-20_RXNAVIMAGE10_533529E9.jpg,51079-0118-20_RXNAVIMAGE10_533529E9.JPG,DICYCLOMINE HYDROCHLORIDE 10 MG ORAL CAPSULE,CAPSULE,TURQUOISE,MYLAN;1610;MYLAN;1610
/content/drive/MyDrive/Feng497/Models/data/120/00603-3265-21_RXNAVIMAGE10_8234C146.jpg,00603-3265-21_RXNAVIMAGE10_8234C146.JPG,DICYCLOMINE HYDROCHLORIDE 10 MG ORAL CAPSULE,CAPSULE,BLUE,LANNETT;0585
/content/drive/MyDrive/Feng497/Models/data/120/62584-0975-90_RXNAVIMAGE10_D134E8A7.jpg,62584-0975-90_RXNAVIMAGE10_D134E8A7.JPG,24 HR DILTIAZEM HYDROCHLORIDE 180 MG EXTENDED RELEASE ORAL CAPSULE,CAPSULE,"BLUE, GREEN",R;2577;R;2577
/content/drive/MyDrive/Feng497/Models/data/120/62584-0976-01_RXNAVIMAGE10_4A352569.jpg,62584-0976-01_RXNAVIMAGE10_4A352569.JPG,24 HR DILTIAZEM HYDROCHLORIDE 240 MG EXTENDED RELEASE ORAL CAPSULE,CAPSULE,GREEN,R;2578;R;2578
/content/drive/MyDrive/Feng497/Models/data/120/60505-0212-03_RXNAVIMAGE10_7934BCC5.jpg,60505-0212-03_RXNAVIMAGE10_7934BCC5.JPG,24 HR DILTIAZEM HYDROCHLORIDE 240 MG EXTENDED RELEASE ORAL CAPSULE [DILTZAC],CAPSULE,"BLUE, GREEN",APO;240
/content/drive/MyDrive/Feng497/Models/data/120/10135-0149-01_RXNAVIMAGE10_6634B305.jpg,10135-0149-01_RXNAVIMAGE10_6634B305.JPG,DIPHENHYDRAMINE HYDROCHLORIDE 25 MG ORAL CAPSULE,CAPSULE,"PINK, WHITE",SP;2C
/content/drive/MyDrive/Feng497/Models/data/120/51079-0436-20_RXNAVIMAGE10_19350CA8.jpg,51079-0436-20_RXNAVIMAGE10_19350CA8.JPG,DOXEPIN HYDROCHLORIDE 10 MG ORAL CAPSULE,CAPSULE,WHITE,MYLAN;1049;MYLAN;1049
/content/drive/MyDrive/Feng497/Models/data/120/00904-1261-61_RXNAVIMAGE10_5C352E69.jpg,00904-1261-61_RXNAVIMAGE10_5C352E69.JPG,,CAPSULE,"YELLOW, WHITE",MYLAN;3125;MYLAN;3125
/content/drive/MyDrive/Feng497/Models/data/120/51079-0438-20_RXNAVIMAGE10_60353079.jpg,51079-0438-20_RXNAVIMAGE10_60353079.JPG,DOXEPIN HYDROCHLORIDE 50 MG ORAL CAPSULE,CAPSULE,YELLOW,MYLAN;4250;MYLAN;4250
/content/drive/MyDrive/Feng497/Models/data/120/51079-0997-20_RXNAVIMAGE10_37351BA8.jpg,51079-0997-20_RXNAVIMAGE10_37351BA8.JPG,FLUOXETINE 10 MG ORAL CAPSULE,CAPSULE,"WHITE, ORANGE",MYLAN;4210;MYLAN;4210
/content/drive/MyDrive/Feng497/Models/data/120/68084-0079-65_RXNAVIMAGE10_4E352779.jpg,68084-0079-65_RXNAVIMAGE10_4E352779.JPG,GABAPENTIN 100 MG ORAL CAPSULE,CAPSULE,"BROWN, WHITE",R;665;R;665
/content/drive/MyDrive/Feng497/Models/data/120/51079-0077-20_RXNAVIMAGE10_233511E8.jpg,51079-0077-20_RXNAVIMAGE10_233511E8.JPG,HYDROXYZINE PAMOATE 25 MG ORAL CAPSULE,CAPSULE,"YELLOW, RED",BARR;323;25
/content/drive/MyDrive/Feng497/Models/data/120/51079-0078-20_RXNAVIMAGE10_2C351668.jpg,51079-0078-20_RXNAVIMAGE10_2C351668.JPG,HYDROXYZINE PAMOATE 50 MG ORAL CAPSULE,CAPSULE,"YELLOW, RED",BARR;302;50
/content/drive/MyDrive/Feng497/Models/data/120/00093-4029-01_RXNAVIMAGE10_FF34FF87.jpg,00093-4029-01_RXNAVIMAGE10_FF34FF87.JPG,INDOMETHACIN 25 MG ORAL CAPSULE,CAPSULE,GREEN,Z;4029;Z;4029
/content/drive/MyDrive/Feng497/Models/data/120/51079-0190-19_RXNAVIMAGE10_453522F9.jpg,51079-0190-19_RXNAVIMAGE10_453522F9.JPG,INDOMETHACIN 25 MG ORAL CAPSULE,CAPSULE,GREEN,MYLAN;143;MYLAN;143
/content/drive/MyDrive/Feng497/Models/data/120/62175-0136-32_RXNAVIMAGE10_AB34D586.jpg,62175-0136-32_RXNAVIMAGE10_AB34D586.JPG,OMEPRAZOLE 40 MG DELAYED RELEASE ORAL CAPSULE,CAPSULE,YELLOW,KU;136
/content/drive/MyDrive/Feng497/Models/data/120/51079-0742-20_RXNAVIMAGE10_273513F8.jpg,51079-0742-20_RXNAVIMAGE10_273513F8.JPG,PIROXICAM 10 MG ORAL CAPSULE,CAPSULE,"GREEN, GREEN",MYLAN;1010;MYLAN;1010
/content/drive/MyDrive/Feng497/Models/data/120/51079-0584-20_RXNAVIMAGE10_3B351DB8.jpg,51079-0584-20_RXNAVIMAGE10_3B351DB8.JPG,"NITROFURANTOIN, MACROCRYSTALS 50 MG ORAL CAPSULE",CAPSULE,BROWN,MYLAN;1650;MYLAN;1650
/content/drive/MyDrive/Feng497/Models/data/120/51079-0585-20_RXNAVIMAGE10_313518D8.jpg,51079-0585-20_RXNAVIMAGE10_313518D8.JPG,"NITROFURANTOIN, MACROCRYSTALS 100 MG ORAL CAPSULE",CAPSULE,GRAY,MYLAN;1700;MYLAN;1700
/content/drive/MyDrive/Feng497/Models/data/120/00904-0644-60_RXNAVIMAGE10_66353349.jpg,00904-0644-60_RXNAVIMAGE10_66353349.JPG,NITROGLYCERIN 6.5 MG EXTENDED RELEASE ORAL CAPSULE,CAPSULE,"BLACK, YELLOW",TCL;1222
/content/drive/MyDrive/Feng497/Models/data/120/59746-0383-06_RXNAVIMAGE10_7334B9F5.jpg,59746-0383-06_RXNAVIMAGE10_7334B9F5.JPG,TERAZOSIN 1 MG ORAL CAPSULE,CAPSULE,GRAY,TL;383;TL;383
/content/drive/MyDrive/Feng497/Models/data/120/51079-0936-20_RXNAVIMAGE10_57352BF9.jpg,51079-0936-20_RXNAVIMAGE10_57352BF9.JPG,TERAZOSIN 1 MG ORAL CAPSULE,CAPSULE,"YELLOW, PURPLE",MYLAN;2260;MYLAN;2260
/content/drive/MyDrive/Feng497/Models/data/120/59746-0384-06_RXNAVIMAGE10_E434F207.jpg,59746-0384-06_RXNAVIMAGE10_E434F207.JPG,TERAZOSIN 2 MG ORAL CAPSULE,CAPSULE,WHITE,TL;384;TL;384
/content/drive/MyDrive/Feng497/Models/data/120/51079-0937-20_RXNAVIMAGE10_1E350F18.jpg,51079-0937-20_RXNAVIMAGE10_1E350F18.JPG,TERAZOSIN 2 MG ORAL CAPSULE,CAPSULE,"BLACK, PURPLE",MYLAN;2264;MYLAN;2264
/content/drive/MyDrive/Feng497/Models/data/120/00591-2235-01_RXNAVIMAGE10_6A34B515.jpg,00591-2235-01_RXNAVIMAGE10_6A34B515.JPG,TETRACYCLINE 500 MG ORAL CAPSULE,CAPSULE,"BLACK, YELLOW",BARR;010
/content/drive/MyDrive/Feng497/Models/data/120/00182-0679-89_RXNAVIMAGE10_41352089.jpg,00182-0679-89_RXNAVIMAGE10_41352089.JPG,TETRACYCLINE 500 MG ORAL CAPSULE,CAPSULE,"BLACK, YELLOW",Z;2407
/content/drive/MyDrive/Feng497/Models/data/120/58060-0002-01_RXNAVIMAGE10_8D3546FA.jpg,58060-0002-01_RXNAVIMAGE10_8D3546FA.JPG,PRUSSIAN BLUE 500 MG ORAL CAPSULE [RADIOGARDASE],CAPSULE,BLUE,
/content/drive/MyDrive/Feng497/Models/data/120/00032-1212-01_RXNAVIMAGE10_1B038DFC.jpg,00032-1212-01_RXNAVIMAGE10_1B038DFC.JPG,AMYLASES 60000 UNT / ENDOPEPTIDASES 38000 UNT / LIPASE 12000 UNT DELAYED RELEASE ORAL CAPSULE [CREON],CAPSULE,BROWN,CREON;1212
/content/drive/MyDrive/Feng497/Models/data/120/66424-0020-01_RXNAVIMAGE10_1A038D6C.jpg,66424-0020-01_RXNAVIMAGE10_1A038D6C.JPG,DIPHENHYDRAMINE HYDROCHLORIDE 25 MG ORAL CAPSULE,CAPSULE,"PINK, WHITE",PH014;PH014
/content/drive/MyDrive/Feng497/Models/data/120/55111-0341-01_RXNAVIMAGE10_C238E107.jpg,55111-0341-01_RXNAVIMAGE10_C238E107.JPG,AMLODIPINE 10 MG / BENAZEPRIL HYDROCHLORIDE 20 MG ORAL CAPSULE,CAPSULE,"GRAY, WHITE",RDY;341
/content/drive/MyDrive/Feng497/Models/data/120/55111-0339-01_RXNAVIMAGE10_6D03B6BD.jpg,55111-0339-01_RXNAVIMAGE10_6D03B6BD.JPG,AMLODIPINE 5 MG / BENAZEPRIL HYDROCHLORIDE 10 MG ORAL CAPSULE,CAPSULE,"YELLOW, WHITE",RDY;339
/content/drive/MyDrive/Feng497/Models/data/120/59762-1020-01_RXNAVIMAGE10_6E03B71D.jpg,59762-1020-01_RXNAVIMAGE10_6E03B71D.JPG,AMOXICILLIN 250 MG ORAL CAPSULE,CAPSULE,"BLUE, PINK",A44
